구역이름,날짜,내온평균,내부습도,배지온도,CO2,외부온도,풍향,풍속,광량,누적일사,강우신호,
1 구역,="2024-11-13 04:36:57",15,98.8,15,1801,4.92,0,0.5,0,1085,0,
1 구역,="2024-11-13 04:37:58",14.9,98.5,14.9,1800,5.02,0,1,0,1085,0,
1 구역,="2024-11-13 04:38:58",14.8,98.9,14.8,1800,5.02,6,1,0,1085,0,
1 구역,="2024-11-13 04:39:58",14.65,99.2,14.6,1799,5.08,11,0.5,0,1085,0,
1 구역,="2024-11-13 04:40:59",14.7,99.1,14.7,1800,5.16,19,1,0,1085,0,
1 구역,="2024-11-13 04:41:59",15,98.9,15,1799,5.32,19,1,0,1085,0,
1 구역,="2024-11-13 04:43:00",14.8,98.8,14.8,1799,5.3,6,1,0,1085,0,
1 구역,="2024-11-13 04:44:00",14.75,99.9,14.7,1800,5.38,5,1,0,1085,0,
1 구역,="2024-11-13 04:45:00",14.8,99.9,14.8,1800,5.44,5,1,0,1085,0,
1 구역,="2024-11-13 04:46:01",14.55,99.9,14.5,1800,5.56,253,1,0,1085,0,
1 구역,="2024-11-13 04:47:01",14.6,99.9,14.6,1799,5.46,0,1,0,1085,0,
1 구역,="2024-11-13 04:48:01",14.9,97.8,14.9,1799,5.5,0,1,0,1085,0,
1 구역,="2024-11-13 04:49:02",14.75,99.4,15,1801,5.54,10,1,0,1085,0,
1 구역,="2024-11-13 04:50:02",14.45,99.9,14.4,1799,5.54,11,1,0,1085,0,
1 구역,="2024-11-13 04:51:03",14.75,99.9,14.7,1799,5.46,11,0.5,0,1085,0,
1 구역,="2024-11-13 04:52:03",14.9,99.4,14.9,1798,5.44,10,0,0,1085,0,
1 구역,="2024-11-13 04:53:03",14.6,99.9,14.6,1799,5.4,10,0.5,0,1085,0,
1 구역,="2024-11-13 04:54:04",14.8,99.5,14.8,1800,5.3,10,0.5,0,1085,0,
1 구역,="2024-11-13 04:55:04",14.8,99.9,14.8,1799,5.2,10,0.5,0,1085,0,
1 구역,="2024-11-13 04:56:04",14.7,99.9,14.8,1799,5.2,10,0.5,0,1085,0,
1 구역,="2024-11-13 04:57:05",14.45,99.8,14.4,1799,5.3,10,0,0,1085,0,
1 구역,="2024-11-13 04:58:05",15,93.5,15,1800,5.32,11,0.5,0,1085,0,
1 구역,="2024-11-13 04:59:06",14.5,99.9,14.5,1799,5.32,0,1,0,1085,0,
1 구역,="2024-11-13 05:00:06",14.6,99.9,14.7,1799,5.32,0,1,0,1085,0,
1 구역,="2024-11-13 05:01:06",14.7,99.9,14.7,1800,5.38,0,1,0,1085,0,
1 구역,="2024-11-13 05:02:07",14.3,99.9,14.3,1800,5.38,0,0.5,0,1085,0,
1 구역,="2024-11-13 05:03:07",14.6,99.8,14.6,1798,5.34,0,0.5,0,1085,0,
1 구역,="2024-11-13 05:04:07",14.6,99.9,14.4,1800,5.36,0,0.5,0,1085,0,
1 구역,="2024-11-13 05:05:08",14.9,99,14.9,1800,5.34,23,1,0,1085,0,
1 구역,="2024-11-13 05:06:08",14.55,99.9,14.5,1801,5.18,16,1,0,1085,0,
1 구역,="2024-11-13 05:07:08",14.7,99.6,14.7,1801,5.14,4,1,0,1085,0,
1 구역,="2024-11-13 05:08:09",14.6,99.9,14.6,1801,5.22,4,1.5,0,1085,0,
1 구역,="2024-11-13 05:09:09",14.5,99.9,14.5,1800,5.26,4,1.5,0,1085,0,
1 구역,="2024-11-13 05:10:09",14.55,99.9,14.5,1800,5.34,4,1.5,0,1085,0,
1 구역,="2024-11-13 05:11:10",14.65,99.6,14.6,1801,5.44,3,1,0,1085,0,
1 구역,="2024-11-13 05:12:10",14.6,99.9,14.6,1801,5.38,1,1,0,1085,0,
1 구역,="2024-11-13 05:13:11",14.85,99.9,14.8,1800,5.28,1,1,0,1085,0,
1 구역,="2024-11-13 05:14:11",14.45,99.9,14.4,1799,5.34,11,1,0,1085,0,
1 구역,="2024-11-13 05:15:11",14.85,96.9,14.9,1800,5.28,17,1,0,1085,0,
1 구역,="2024-11-13 05:16:12",14.5,99.3,14.5,1800,5.2,11,1,0,1085,0,
1 구역,="2024-11-13 05:17:12",14.85,99.2,14.8,1799,5.32,6,1,0,1085,0,
1 구역,="2024-11-13 05:18:12",14.75,99.2,14.7,1799,5.34,4,1,0,1085,0,
1 구역,="2024-11-13 05:19:13",14.7,97.2,14.7,1800,5.2,4,0.5,0,1085,0,
1 구역,="2024-11-13 05:20:13",14.8,99.9,14.8,1799,5.2,7,1,0,1085,0,
1 구역,="2024-11-13 05:21:13",14.8,98.6,14.8,1799,5.24,0,1,0,1085,0,
1 구역,="2024-11-13 05:22:14",15.1,95.3,15,1799,5.16,351,1,0,1085,0,
1 구역,="2024-11-13 05:23:14",14.35,99.9,14.3,1798,5.16,259,2.1,0,1085,0,
1 구역,="2024-11-13 05:24:15",14.85,99.9,14.8,1800,5.24,259,1,0,1085,0,
1 구역,="2024-11-13 05:25:15",14.7,99.9,14.7,1798,5.26,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:26:15",15.15,96.7,14.8,1801,5.26,243,1.5,0,1085,0,
1 구역,="2024-11-13 05:27:16",14.65,99.7,14.6,1799,5.26,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:28:16",14.9,98.9,14.9,1798,5.3,5,1,0,1085,0,
1 구역,="2024-11-13 05:29:16",14.8,98.6,14.8,1799,5.36,3,1.5,0,1085,0,
1 구역,="2024-11-13 05:30:17",15.1,97.1,15.1,1800,5.4,0,1,0,1085,0,
1 구역,="2024-11-13 05:31:17",14.8,98.1,14.8,1800,5.4,351,1,0,1085,0,
1 구역,="2024-11-13 05:32:18",14.5,99.9,14.5,1801,5.44,243,1.5,0,1085,0,
1 구역,="2024-11-13 05:33:18",14.4,99.9,14.4,1801,5.48,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:34:18",14.85,99.4,14.8,1799,5.36,262,1.5,0,1085,0,
1 구역,="2024-11-13 05:35:19",14.9,99.9,14.9,1800,5.3,2,1,0,1085,0,
1 구역,="2024-11-13 05:36:19",14.7,99.9,14.7,1799,5.3,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:37:19",15.25,97.5,15.2,1800,5.24,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:38:20",15,99.9,15,1800,5.24,4,1.5,0,1085,0,
1 구역,="2024-11-13 05:39:20",15.15,98.8,15.1,1798,5.26,4,1.5,0,1085,0,
1 구역,="2024-11-13 05:40:21",15.25,96.1,15.2,1799,5.38,15,1.5,0,1085,0,
1 구역,="2024-11-13 05:41:21",14.85,99.3,14.9,1799,5.32,0,1,0,1085,0,
1 구역,="2024-11-13 05:42:21",15.1,96.2,15.1,1798,5.42,336,1.5,0,1085,0,
1 구역,="2024-11-13 05:43:22",14.85,98.5,14.8,1799,5.34,263,1.5,0,1085,0,
1 구역,="2024-11-13 05:44:22",14.8,98.1,14.9,1799,5.44,351,1.5,0,1085,0,
1 구역,="2024-11-13 05:45:22",14.9,98,14.9,1800,5.32,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:46:23",14.9,97.8,14.9,1799,5.48,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:47:23",14.9,96.9,14.9,1799,5.44,3,2.6,0,1085,0,
1 구역,="2024-11-13 05:48:24",14.65,98.4,14.6,1800,5.46,10,2.1,0,1085,0,
1 구역,="2024-11-13 05:49:24",14.9,96.6,14.9,1800,5.38,6,1.5,0,1085,0,
1 구역,="2024-11-13 05:50:24",14.95,99.9,14.9,1800,5.38,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:51:25",14.8,99.6,14.8,1800,5.22,1,1.5,0,1085,0,
1 구역,="2024-11-13 05:52:25",14.8,99,14.8,1800,5.22,16,1,0,1085,0,
1 구역,="2024-11-13 05:53:25",14.6,99.9,14.6,1801,5.2,0,1.5,0,1085,0,
1 구역,="2024-11-13 05:54:26",14.5,99.9,14.5,1800,5.26,16,0.5,0,1085,0,
1 구역,="2024-11-13 05:55:26",14.8,98.7,14.8,1801,5.36,23,1.5,0,1085,0,
1 구역,="2024-11-13 05:56:26",14.95,97.2,14.9,1799,5.38,47,1,0,1085,0,
1 구역,="2024-11-13 05:57:27",15.05,99.2,15,1800,5.42,25,1,0,1085,0,
1 구역,="2024-11-13 05:58:27",15.15,97.6,15.1,1800,5.48,9,1,0,1085,0,
1 구역,="2024-11-13 05:59:28",15.1,99.1,15.1,1799,5.42,2,0.5,0,1085,0,
1 구역,="2024-11-13 06:00:28",15,97.8,15,1800,5.36,348,1,0,1085,0,
1 구역,="2024-11-13 06:01:28",14.55,98.2,14.5,1800,5.46,257,0.5,0,1085,0,
1 구역,="2024-11-13 06:02:29",14.9,97.7,14.9,1800,5.36,1,1.5,0,1085,0,
1 구역,="2024-11-13 06:03:29",14.9,99.9,14.9,1800,5.26,256,1,0,1085,0,
1 구역,="2024-11-13 06:04:29",14.5,97.2,14.5,1800,5.2,0,1,0,1085,0,
1 구역,="2024-11-13 06:05:30",14.55,98.4,14.5,1800,5.14,0,1,0,1085,0,
1 구역,="2024-11-13 06:06:30",14.7,99.9,14.8,1800,5.04,46,1.5,0,1085,0,
1 구역,="2024-11-13 06:07:31",14.6,99.9,14.6,1799,5.02,24,1.5,0,1085,0,
1 구역,="2024-11-13 06:08:31",14.5,99.1,14.5,1800,5.02,25,1,0,1085,0,
1 구역,="2024-11-13 06:09:31",14.85,97.2,14.8,1800,5.02,20,1,0,1085,0,
1 구역,="2024-11-13 06:10:32",14.45,98.3,14.5,1799,5,21,1,0,1085,0,
1 구역,="2024-11-13 06:11:32",14.6,99.9,14.6,1800,4.98,4,1,0,1085,0,
1 구역,="2024-11-13 06:12:32",14.75,98.7,14.7,1800,4.98,20,1,0,1085,0,
1 구역,="2024-11-13 06:13:33",14.3,99.9,14.3,1801,4.98,11,1.5,0,1085,0,
1 구역,="2024-11-13 06:14:33",14.45,99.5,14.3,1800,4.98,29,0.5,0,1085,0,
1 구역,="2024-11-13 06:15:34",14.7,97.2,14.7,1800,5.06,33,1,0,1085,0,
1 구역,="2024-11-13 06:16:34",14.5,97.8,14.5,1800,5.12,28,1.5,0,1085,0,
1 구역,="2024-11-13 06:17:34",14.75,96.5,14.7,1800,5.14,21,1,0,1085,0,
1 구역,="2024-11-13 06:18:35",14.45,98.3,14.4,1799,5.2,38,1.5,0,1085,0,
1 구역,="2024-11-13 06:19:35",14.45,99.8,14.4,1801,5.22,20,1,0,1085,0,
1 구역,="2024-11-13 06:20:35",14.6,98,14.6,1801,5.16,20,1.5,0,1085,0,
1 구역,="2024-11-13 06:21:36",14.8,97.8,14.8,1800,5.16,29,1.5,0,1085,0,
1 구역,="2024-11-13 06:22:36",14.7,99.9,14.7,1798,5.16,2,1.5,0,1085,0,
1 구역,="2024-11-13 06:23:36",14.5,97,14.5,1800,5.08,38,1,0,1085,0,
1 구역,="2024-11-13 06:24:37",14.75,99,14.9,1800,5.1,43,1.5,0,1085,0,
1 구역,="2024-11-13 06:25:37",14.55,99.9,14.5,1800,5.06,17,0.5,0,1085,0,
1 구역,="2024-11-13 06:26:37",14.75,99.3,14.7,1800,5,36,1,0,1085,0,
1 구역,="2024-11-13 06:27:38",14.65,99.9,14.6,1799,4.98,26,1.5,0,1085,0,
1 구역,="2024-11-13 06:28:38",14.8,98.4,15,1800,4.96,17,1,0,1085,0,
1 구역,="2024-11-13 06:29:39",14.75,99.9,14.7,1800,4.92,8,1,0,1085,0,
1 구역,="2024-11-13 06:30:39",15.15,95.9,15.1,1800,4.92,19,1,0,1085,0,
1 구역,="2024-11-13 06:31:39",14.85,99.3,14.8,1800,4.86,14,1,0,1085,0,
1 구역,="2024-11-13 06:32:40",14.75,99.9,14.7,1800,4.84,20,1.5,0,1085,0,
1 구역,="2024-11-13 06:33:40",14.85,99.9,14.8,1799,4.86,38,1.5,0,1085,0,
1 구역,="2024-11-13 06:34:40",15,98.3,15,1799,4.86,14,1,0,1085,0,
1 구역,="2024-11-13 06:35:41",15,99.1,15,1800,4.82,39,1,0,1085,0,
1 구역,="2024-11-13 06:36:41",14.9,99.9,14.9,1799,4.84,30,1,0,1085,0,
1 구역,="2024-11-13 06:37:41",15.35,97.9,15.3,1800,4.84,8,1,0,1085,0,
1 구역,="2024-11-13 06:38:42",14.85,98.6,14.8,1799,4.92,23,1,0,1085,0,
1 구역,="2024-11-13 06:39:42",15.05,98,14.9,1800,4.96,12,1.5,0,1085,0,
1 구역,="2024-11-13 06:40:43",15.25,99.3,15.2,1800,5,14,0.5,0,1085,0,
1 구역,="2024-11-13 06:41:43",14.95,99.9,14.9,1800,5.06,6,0.5,0,1085,0,
1 구역,="2024-11-13 06:42:43",15.3,97.4,15.3,1800,5.08,11,0.5,0,1085,0,
1 구역,="2024-11-13 06:43:44",14.9,98.3,15,1801,5.02,6,1,0,1085,0,
1 구역,="2024-11-13 06:44:44",15.4,99.1,15.2,1801,4.98,10,0.5,0,1085,0,
1 구역,="2024-11-13 06:45:44",15.3,99.9,15.3,1800,4.98,24,1,0,1085,0,
1 구역,="2024-11-13 06:46:45",15.7,96.2,15.7,1799,4.94,23,0.5,0,1085,0,
1 구역,="2024-11-13 06:47:45",15.45,99,15.2,1800,4.98,26,1,0,1085,0,
1 구역,="2024-11-13 06:48:46",15.45,98,15.4,1801,4.94,27,0.5,0,1085,0,
1 구역,="2024-11-13 06:49:46",15.5,96.6,15.5,1801,4.9,40,0.5,0,1085,0,
1 구역,="2024-11-13 06:50:46",15.6,97.5,15.6,1801,4.94,37,1,0,1085,0,
1 구역,="2024-11-13 06:51:47",15.75,95.9,15.5,1800,4.86,23,0.5,0,1085,0,
1 구역,="2024-11-13 06:52:47",15.8,95.2,15.8,1800,4.78,12,1,0,1085,0,
1 구역,="2024-11-13 06:53:47",15.7,97,15.7,1800,4.82,21,1,0,1085,0,
1 구역,="2024-11-13 06:54:48",15.7,98.4,15.7,1801,4.82,13,1,0,1085,0,
1 구역,="2024-11-13 06:55:48",15.65,97.8,15.5,1801,4.78,16,1.5,0,1085,0,
1 구역,="2024-11-13 06:56:49",15.7,97.3,15.7,1801,4.86,12,1,0,1085,0,
1 구역,="2024-11-13 06:57:49",16.15,94.1,16.1,1800,4.9,28,1,0,1085,0,
1 구역,="2024-11-13 06:58:49",15.75,96.6,15.7,1800,4.74,26,1,0,0,0,
1 구역,="2024-11-13 06:59:50",15.75,98.5,15.7,1800,4.72,8,1.5,0,0,0,
1 구역,="2024-11-13 07:00:50",16.1,93.9,16.1,1800,4.72,20,1,0,0,0,
1 구역,="2024-11-13 07:01:50",15.9,95.1,15.9,1800,4.74,27,1,0,0,0,
1 구역,="2024-11-13 07:02:51",16.05,95,16,1801,4.64,8,1.5,0,0,0,
1 구역,="2024-11-13 07:03:51",15.85,96.9,15.8,1800,4.78,14,1.5,0,0,0,
1 구역,="2024-11-13 07:04:52",15.65,99.6,15.6,1801,4.84,10,1,0,0,0,
1 구역,="2024-11-13 07:05:52",15.95,97.8,15.9,1800,4.82,11,2.1,0,0,0,
1 구역,="2024-11-13 07:06:52",15.85,99.2,15.8,1801,4.76,23,2.1,0,0,0,
1 구역,="2024-11-13 07:07:53",16.05,96.7,16,1800,4.86,26,0.5,0,0,0,
1 구역,="2024-11-13 07:08:53",15.7,99.9,15.9,1801,4.9,30,1,0,0,0,
1 구역,="2024-11-13 07:09:53",15.7,99.9,15.7,1799,4.86,33,0,0,0,0,
1 구역,="2024-11-13 07:10:54",16.25,94.4,16.2,1800,4.92,42,0.5,0,0,0,
1 구역,="2024-11-13 07:11:54",16,97,16,1801,5,0,0.5,0,0,0,
1 구역,="2024-11-13 07:12:55",15.75,99,15.8,1800,4.98,16,2.1,0,0,0,
1 구역,="2024-11-13 07:13:55",16.15,96.5,16.1,1801,4.96,16,1,0,0,0,
1 구역,="2024-11-13 07:14:55",16.05,96.9,16,1799,5,29,1,0,0,0,
1 구역,="2024-11-13 07:15:56",15.85,99.5,15.8,1800,4.96,34,1.5,0,0,0,
1 구역,="2024-11-13 07:16:56",16.25,96,16.3,1800,4.86,52,1,0,0,0,
1 구역,="2024-11-13 07:17:56",16.45,95.2,16.4,1801,4.74,51,2.1,0,0,0,
1 구역,="2024-11-13 07:18:57",16.4,95.9,16.4,1800,4.64,45,1,0,0,0,
1 구역,="2024-11-13 07:19:57",16.05,97.6,16,1801,4.52,41,1,0,0,0,
1 구역,="2024-11-13 07:20:57",15.85,99.2,15.8,1801,4.5,43,1.5,1,0,0,
1 구역,="2024-11-13 07:21:58",16.05,98.3,16,1801,4.42,14,1.5,1,0,0,
1 구역,="2024-11-13 07:22:58",16.4,95.6,16.4,1800,4.46,34,1,1,0,0,
1 구역,="2024-11-13 07:23:59",16.3,95.5,16.3,1801,4.38,19,1,2,0,0,
1 구역,="2024-11-13 07:24:59",16.25,97.2,16.2,1800,4.4,33,1,1,0,0,
1 구역,="2024-11-13 07:25:59",16.1,97.4,16.1,1800,4.3,50,1.5,1,0,0,
1 구역,="2024-11-13 07:27:00",16.2,97.3,16.2,1801,4.44,14,1,2,0,0,
1 구역,="2024-11-13 07:28:00",15.95,98.3,15.9,1801,4.42,21,1,2,0,0,
1 구역,="2024-11-13 07:29:00",16.15,97.7,16.1,1801,4.46,20,0.5,3,0,0,
1 구역,="2024-11-13 07:30:01",15.95,96.4,15.9,1801,4.46,5,1,2,0,0,
1 구역,="2024-11-13 07:31:01",15.7,99.9,15.6,1800,4.52,40,1,3,0,0,
1 구역,="2024-11-13 07:32:02",16.1,98.4,16.1,1800,4.48,10,0.5,2,0,0,
1 구역,="2024-11-13 07:33:02",16.1,97.5,16.1,1799,4.54,23,1,3,0,0,
1 구역,="2024-11-13 07:34:02",16.15,95.7,16.1,1801,4.6,15,1,5,0,0,
1 구역,="2024-11-13 07:35:03",16.15,97.2,16.1,1801,4.64,19,0.5,4,0,0,
1 구역,="2024-11-13 07:36:03",15.8,97.9,15.8,1800,4.64,19,1,8,0,0,
1 구역,="2024-11-13 07:37:03",15.9,97.1,15.9,1800,4.6,28,1,15,0,0,
1 구역,="2024-11-13 07:38:04",16,96.1,16,1800,4.6,47,0,16,0,0,
1 구역,="2024-11-13 07:39:04",15.8,96.6,15.8,1801,4.68,14,1,16,0,0,
1 구역,="2024-11-13 07:40:05",16.3,94.5,16.1,1800,4.68,16,1.5,14,0,0,
1 구역,="2024-11-13 07:41:05",16,97.7,15.9,1800,4.8,13,1,8,0,0,
1 구역,="2024-11-13 07:42:05",16.25,95.4,16.2,1801,4.92,348,1.5,10,0,0,
1 구역,="2024-11-13 07:43:06",15.75,97.6,15.7,1800,5,10,1,16,0,0,
1 구역,="2024-11-13 07:44:06",15.9,97,15.9,1800,4.94,11,1,17,0,0,
1 구역,="2024-11-13 07:45:06",16.2,96,16.2,1800,5,10,1,21,0,0,
1 구역,="2024-11-13 07:46:07",16.05,95.9,16,1799,4.92,0,1.5,24,1,0,
1 구역,="2024-11-13 07:47:07",16.45,94.6,16.4,1800,4.84,13,1,26,1,0,
1 구역,="2024-11-13 07:48:07",16.15,97.3,16.1,1800,4.84,16,1.5,28,1,0,
1 구역,="2024-11-13 07:49:08",16.35,94.5,16.3,1799,4.86,17,1,25,1,0,
1 구역,="2024-11-13 07:50:08",16.5,94,16.5,1801,4.88,351,1,25,1,0,
1 구역,="2024-11-13 07:51:09",16.45,95.5,16.4,1799,4.88,8,1.5,30,1,0,
1 구역,="2024-11-13 07:52:09",16.55,95.1,16.5,1800,4.96,37,1.5,32,2,0,
1 구역,="2024-11-13 07:53:09",16.7,94.9,16.7,1800,4.94,44,1,24,2,0,
1 구역,="2024-11-13 07:54:10",16.2,97.8,16.3,1799,4.94,10,1,26,2,0,
1 구역,="2024-11-13 07:55:10",16.45,96.3,16.4,1800,4.94,27,1,40,2,0,
1 구역,="2024-11-13 07:56:10",16.55,96.6,16.5,1800,5,21,1.5,35,2,0,
1 구역,="2024-11-13 07:57:11",16.4,94.8,16.4,1801,5,8,1.5,32,3,0,
1 구역,="2024-11-13 07:58:11",16.55,95.5,16.5,1799,4.94,32,1,38,3,0,
1 구역,="2024-11-13 07:59:12",16.4,97.1,16.7,1800,5.04,33,1.5,34,3,0,
1 구역,="2024-11-13 08:00:12",16.8,95.1,16.6,1799,5.02,23,1.5,25,3,0,
1 구역,="2024-11-13 08:01:12",17,93.2,17,1801,5.02,0,1.5,27,3,0,
1 구역,="2024-11-13 08:02:13",16.7,96.2,16.7,1799,5.02,41,1.5,34,3,0,
1 구역,="2024-11-13 08:03:13",17.1,94.6,17.1,1800,5.12,30,1,37,4,0,
1 구역,="2024-11-13 08:04:13",16.6,98.6,16.8,1799,5.1,15,1,49,4,0,
1 구역,="2024-11-13 08:05:14",17.1,94.5,17.1,1799,5.2,23,1.5,55,4,0,
1 구역,="2024-11-13 08:06:14",16.85,97.6,16.8,1799,5.3,17,2.1,46,5,0,
1 구역,="2024-11-13 08:07:14",16.9,98.5,16.9,1798,5.36,31,1.5,43,5,0,
1 구역,="2024-11-13 08:08:15",16.65,99.7,16.6,1800,5.4,20,1,47,5,0,
1 구역,="2024-11-13 08:09:15",17.15,94.7,17.1,1801,5.46,32,1,48,5,0,
1 구역,="2024-11-13 08:10:16",17.1,94.6,17.1,1801,5.42,57,1,48,6,0,
1 구역,="2024-11-13 08:11:16",17.4,93.6,17.4,1800,5.42,31,2.1,54,6,0,
1 구역,="2024-11-13 08:12:16",17.1,96.4,17.1,1801,5.4,25,2.1,58,6,0,
1 구역,="2024-11-13 08:13:17",17.5,93.2,17.5,1801,5.42,21,2.6,65,7,0,
1 구역,="2024-11-13 08:14:17",17.3,93.6,17.3,1800,5.46,15,1.5,66,7,0,
1 구역,="2024-11-13 08:15:17",17.1,97.2,17,1801,5.4,20,2.1,65,7,0,
1 구역,="2024-11-13 08:16:18",17.15,96.7,17.1,1800,5.36,26,2.1,68,8,0,
1 구역,="2024-11-13 08:17:18",16.9,96.9,16.9,1800,5.42,14,2.1,73,8,0,
1 구역,="2024-11-13 08:18:19",17.25,96.8,17.2,1799,5.34,24,1.5,83,9,0,
1 구역,="2024-11-13 08:19:19",17.1,96.4,17.1,1800,5.24,9,2.1,89,9,0,
1 구역,="2024-11-13 08:20:19",16.85,98.6,17,1801,5.4,12,2.1,83,10,0,
1 구역,="2024-11-13 08:21:20",17.1,95.2,17.1,1799,5.46,9,1,93,10,0,
1 구역,="2024-11-13 08:22:20",16.9,97.3,16.9,1800,5.52,30,2.1,103,11,0,
1 구역,="2024-11-13 08:23:20",17.3,95.6,17.3,1800,5.58,17,1,90,11,0,
1 구역,="2024-11-13 08:24:21",17.15,95.6,17.1,1800,5.7,27,1,91,12,0,
1 구역,="2024-11-13 08:25:21",17.3,95,17.3,1799,5.74,25,1.5,104,13,0,
1 구역,="2024-11-13 08:26:22",17.25,95.2,17.2,1801,5.84,1,1.5,114,13,0,
1 구역,="2024-11-13 08:27:22",17.2,95.1,17.2,1802,5.86,11,1,116,14,0,
1 구역,="2024-11-13 08:28:22",17,98,17,1800,5.92,30,1.5,115,15,0,
1 구역,="2024-11-13 08:29:23",17,98.2,17,1799,6,252,1.5,115,15,0,
1 구역,="2024-11-13 08:30:23",16.9,97.9,16.9,1800,6,26,1.5,108,16,0,
1 구역,="2024-11-13 08:31:23",17.2,95.8,17.1,1800,6.02,21,2.1,118,17,0,
1 구역,="2024-11-13 08:32:24",17.1,96.4,17.1,1800,6.12,272,2.1,125,17,0,
1 구역,="2024-11-13 08:33:24",17.2,97.4,17.2,1800,6.18,2,2.1,113,18,0,
1 구역,="2024-11-13 08:34:25",16.9,98.8,16.9,1800,6.2,32,1.5,105,19,0,
1 구역,="2024-11-13 08:35:25",16.65,99.2,16.6,1799,6.3,10,2.1,102,19,0,
1 구역,="2024-11-13 08:36:25",17.1,96.8,17.2,1801,6.28,16,2.1,105,20,0,
1 구역,="2024-11-13 08:37:26",16.7,98.5,16.7,1801,6.22,33,1.5,111,21,0,
1 구역,="2024-11-13 08:38:26",16.5,98.2,16.5,1801,6.28,13,2.1,113,21,0,
1 구역,="2024-11-13 08:39:26",16.55,97,16.5,1800,6.28,28,2.6,119,22,0,
1 구역,="2024-11-13 08:40:27",17,95.4,17,1799,6.18,17,2.1,138,23,0,
1 구역,="2024-11-13 08:41:27",16.9,95.4,16.8,1801,6.24,24,2.1,131,24,0,
1 구역,="2024-11-13 08:42:28",17,96,17,1800,6.38,22,2.1,124,24,0,
1 구역,="2024-11-13 08:43:28",16.45,98.3,16.4,1800,6.34,13,1.5,142,25,0,
1 구역,="2024-11-13 08:44:28",17.1,96.2,17.1,1800,6.42,3,1,149,26,0,
1 구역,="2024-11-13 08:45:29",16.85,99.3,16.8,1801,6.52,351,2.1,148,27,0,
1 구역,="2024-11-13 08:46:29",17.1,98.7,17.2,1798,6.52,16,2.1,146,28,0,
1 구역,="2024-11-13 08:47:29",17,98.7,17.2,1800,6.46,1,1.5,145,29,0,
1 구역,="2024-11-13 08:48:30",17.4,96.2,17.4,1800,6.56,18,2.1,147,30,0,
1 구역,="2024-11-13 08:49:30",17.75,94.2,17.7,1801,6.62,41,1.5,154,30,0,
1 구역,="2024-11-13 08:50:31",17.85,96.1,17.8,1801,6.72,27,1.5,159,31,0,
1 구역,="2024-11-13 08:51:31",17.8,95.1,17.8,1800,6.8,5,1.5,155,32,0,
1 구역,="2024-11-13 08:52:31",17.9,95.9,17.9,1801,6.9,16,1.5,160,33,0,
1 구역,="2024-11-13 08:53:32",17.85,97.4,17.7,1801,7,19,2.1,172,34,0,
1 구역,="2024-11-13 08:54:32",18.1,96,18.1,1799,7,23,1.5,183,35,0,
1 구역,="2024-11-13 08:55:32",18.35,96.2,18.3,1800,6.98,13,2.1,181,36,0,
1 구역,="2024-11-13 08:56:33",18.4,96.6,18.4,1799,7.02,15,2.1,175,38,0,
1 구역,="2024-11-13 08:57:33",18.65,95.7,18.6,1802,7,33,1.5,182,39,0,
1 구역,="2024-11-13 08:58:34",18.8,95,18.8,1800,7.02,30,1,184,40,0,
1 구역,="2024-11-13 08:59:34",18.8,95.8,18.8,1801,7.04,16,1.5,185,41,0,
1 구역,="2024-11-13 09:00:34",18.9,96.8,18.8,1801,7.2,16,1.5,191,42,0,
1 구역,="2024-11-13 09:01:35",18.95,97.3,18.9,1801,7.4,18,1.5,195,43,0,
1 구역,="2024-11-13 09:02:35",19.25,94.6,19.2,1800,7.52,29,1,190,44,0,
1 구역,="2024-11-13 09:03:35",19.05,96.5,19,1799,7.62,43,1.5,197,45,0,
1 구역,="2024-11-13 09:04:36",19.3,96.1,19.3,1801,7.7,43,1,210,47,0,
1 구역,="2024-11-13 09:05:36",19.15,97.9,19.1,1801,7.74,43,1,204,48,0,
1 구역,="2024-11-13 09:06:37",19.6,94.8,19.6,1801,7.62,47,2.1,208,49,0,
1 구역,="2024-11-13 09:07:37",19.65,96.1,19.6,1801,7.7,39,2.1,218,50,0,
1 구역,="2024-11-13 09:08:37",19.95,94.2,19.9,1800,7.8,29,1,211,52,0,
1 구역,="2024-11-13 09:09:38",19.7,96.8,19.6,1801,7.76,38,1.5,207,53,0,
1 구역,="2024-11-13 09:10:38",20.3,93.1,20.3,1799,7.7,6,1,217,54,0,
1 구역,="2024-11-13 09:11:38",19.6,98,19.8,1800,7.84,25,1,225,56,0,
1 구역,="2024-11-13 09:12:39",19.35,99.6,19.3,1800,7.92,26,1.5,230,57,0,
1 구역,="2024-11-13 09:13:39",19.6,98.5,19.6,1800,7.96,317,0.5,238,58,0,
1 구역,="2024-11-13 09:14:40",19.8,95.8,19.8,1800,8.14,22,2.1,241,60,0,
1 구역,="2024-11-13 09:15:40",19.45,98.5,19.4,1802,8.26,20,2.1,231,61,0,
